MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
Utuado,141,Administración Pública                   ,92,19," 1,042 "," 6,016,563 "," 5,772 "
Utuado,141,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Vega Alta,143,Total Municipio Tercer Trimestre 2021 ,,328," 3,947 "," 24,761,696 "," 6,274 "
Vega Alta,143,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Vega Alta,143,Mineria                                  ,21,1, * , * , * 
Vega Alta,143,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Vega Alta,143,Construcción                             ,23,20, 171 ," 1,199,577 "," 7,001 "
Vega Alta,143,Manufactura                              ,31-33,15, 247 ," 2,105,261 "," 8,512 "
Vega Alta,143,Alimentos                                ,311,5, 35 ," 169,778 "," 4,805 "
Vega Alta,143,Productos de Tabaco y Bebidas            ,312,2, * , * , * 
Vega Alta,143,Textiles                                 ,313,0, -   , -   , -   
Vega Alta,143,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Vega Alta,143,Ropa                                     ,315,1, * , * , * 
Vega Alta,143,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Vega Alta,143,Productos de Madera                      ,321,1, * , * , * 
Vega Alta,143,Papel                                    ,322,0, -   , -   , -   
Vega Alta,143,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Vega Alta,143,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Vega Alta,143,Productos Químicos                       ,325,1, * , * , * 
Vega Alta,143,Productos de Goma y Plásticos            ,326,1, * , * , * 
Vega Alta,143,Productos Minerales no Metálicos         ,327,1, * , * , * 
Vega Alta,143,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Vega Alta,143,Productos de Metal                       ,332,1, * , * , * 
Vega Alta,143,Maquinaria                               ,333,0, -   , -   , -   
Vega Alta,143,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Vega Alta,143,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Vega Alta,143,Equipo de Transportación                 ,336,0, -   , -   , -   
Vega Alta,143,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Vega Alta,143,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Vega Alta,143,Comercio al por Mayor                    ,42,14, 307 ," 3,217,311 "," 10,480 "
Vega Alta,143,Comercio al Detal                        ,44-45,84, 777 ," 3,434,483 "," 4,422 "
Vega Alta,143,Transportación y Almacenamiento           ,48-49,9, 65 ," 512,633 "," 7,927 "
Vega Alta,143,Información                              ,51,4, 110 ," 812,910 "," 7,368 "
Vega Alta,143,Finanzas y Seguros                       ,52,14, 137 ," 1,298,813 "," 9,457 "
Vega Alta,143,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 30 ," 189,890 "," 6,401 "
Vega Alta,143,Servicios Profesionales y Técnicos       ,54,27, 57 ," 464,891 "," 8,204 "
Vega Alta,143,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Vega Alta,143,Servicios Adm. y Desperdicios Sólidos    ,56,8, 145 ," 620,276 "," 4,268 "
Vega Alta,143,Servicios Educativos                     ,61,5, 488 ," 3,152,350 "," 6,464 "
Vega Alta,143,Servicios de Salud y Asistencia Social   ,62,61, 570 ," 3,406,784 "," 5,977 "
Vega Alta,143,"Arte, Entretenimiento y Recreación       ",71,2, * , * , * 
Vega Alta,143,Alojamiento y Servicios de Alimentos     ,72,31, 285 ," 954,001 "," 3,347 "
Vega Alta,143,Otros Servicios Excepto Adm. Pública     ,81,10, 125 ," 1,028,676 "," 8,229 "
Vega Alta,143,Administración Pública                   ,92,11, 401 ," 2,166,593 "," 5,407 "
Vega Alta,143,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Vega Baja,145,Total Municipio Tercer Trimestre 2021 ,,499," 7,893 "," 52,826,500 "," 6,693 "
Vega Baja,145,"Agricultura, Bosque, Pesca y Caza        ",11,11, 55 ," 159,697 "," 2,886 "
Vega Baja,145,Mineria                                  ,21,0, -   , -   , -   
Vega Baja,145,"Electricidad, Agua y Gas                 ",22,3, 101 ," 1,143,108 "," 11,355 "
Vega Baja,145,Construcción                             ,23,30, 222 ," 1,084,610 "," 4,878 "
Vega Baja,145,Manufactura                              ,31-33,29," 2,113 "," 20,027,490 "," 9,477 "
Vega Baja,145,Alimentos                                ,311,8, 188 ," 1,114,166 "," 5,916 "
Vega Baja,145,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Vega Baja,145,Textiles                                 ,313,0, -   , -   , -   
Vega Baja,145,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Vega Baja,145,Ropa                                     ,315,1, * , * , * 
Vega Baja,145,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Vega Baja,145,Productos de Madera                      ,321,0, -   , -   , -   
Vega Baja,145,Papel                                    ,322,0, -   , -   , -   
Vega Baja,145,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Vega Baja,145,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Vega Baja,145,Productos Químicos                       ,325,2, * , * , * 
Vega Baja,145,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Vega Baja,145,Productos Minerales no Metálicos         ,327,4, 84 ," 431,439 "," 5,136 "
Vega Baja,145,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Vega Baja,145,Productos de Metal                       ,332,3, * , * , * 
Vega Baja,145,Maquinaria                               ,333,0, -   , -   , -   
Vega Baja,145,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Vega Baja,145,Equipo y Aparatos Eléctricos             ,335,3, 810 ," 6,502,766 "," 8,025 "
Vega Baja,145,Equipo de Transportación                 ,336,0, -   , -   , -   
Vega Baja,145,Muebles y Productos Relacionados         ,337,3, 11 ," 78,780 "," 7,162 "
Vega Baja,145,Industrias Manufactureras Misceláneas    ,339,3, * , * , * 
Vega Baja,145,Comercio al por Mayor                    ,42,25, 263 ," 2,419,017 "," 9,186 "
Vega Baja,145,Comercio al Detal                        ,44-45,125," 1,207 "," 5,052,183 "," 4,186 "
Vega Baja,145,Transportación y Almacenamiento           ,48-49,7, 164 ," 995,216 "," 6,056 "
Vega Baja,145,Información                              ,51,5, 49 ," 702,462 "," 14,336 "
Vega Baja,145,Finanzas y Seguros                       ,52,16, 112 ," 885,737 "," 7,908 "
Vega Baja,145,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 18 ," 124,887 "," 6,938 "
Vega Baja,145,Servicios Profesionales y Técnicos       ,54,31, 142 ," 1,078,416 "," 7,612 "
Vega Baja,145,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Vega Baja,145,Servicios Adm. y Desperdicios Sólidos    ,56,16, 125 ," 814,908 "," 6,502 "
Vega Baja,145,Servicios Educativos                     ,61,10, 640 ," 4,046,149 "," 6,325 "
Vega Baja,145,Servicios de Salud y Asistencia Social   ,62,92," 1,080 "," 6,756,462 "," 6,254 "
Vega Baja,145,"Arte, Entretenimiento y Recreación       ",71,3, 23 ," 76,883 "," 3,392 "
Vega Baja,145,Alojamiento y Servicios de Alimentos     ,72,49, 626 ," 2,529,631 "," 4,043 "
Vega Baja,145,Otros Servicios Excepto Adm. Pública     ,81,25, 83 ," 392,721 "," 4,751 "
Vega Baja,145,Administración Pública                   ,92,15, 863 ," 4,462,816 "," 5,171 "
Vega Baja,145,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Vieques,147,Total Municipio Tercer Trimestre 2021 ,,124," 1,289 "," 8,228,322 "," 6,385 "
Vieques,147,"Agricultura, Bosque, Pesca y Caza        ",11,0, -   , -   , -   
Vieques,147,Mineria                                  ,21,0, -   , -   , -   
Vieques,147,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Vieques,147,Construcción                             ,23,7, 40 ," 225,321 "," 5,586 "
Vieques,147,Manufactura                              ,31-33,4, 13 ," 193,143 "," 14,486 "
Vieques,147,Alimentos                                ,311,1, * , * , * 
Vieques,147,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Vieques,147,Textiles                                 ,313,0, -   , -   , -   
Vieques,147,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Vieques,147,Ropa                                     ,315,0, -   , -   , -   
Vieques,147,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Vieques,147,Productos de Madera                      ,321,0, -   , -   , -   
Vieques,147,Papel                                    ,322,0, -   , -   , -   
Vieques,147,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Vieques,147,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Vieques,147,Productos Químicos                       ,325,0, -   , -   , -   
Vieques,147,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Vieques,147,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Vieques,147,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Vieques,147,Productos de Metal                       ,332,1, * , * , * 
Vieques,147,Maquinaria                               ,333,0, -   , -   , -   
Vieques,147,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Vieques,147,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Vieques,147,Equipo de Transportación                 ,336,0, -   , -   , -   
Vieques,147,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Vieques,147,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Vieques,147,Comercio al por Mayor                    ,42,1, * , * , * 
Vieques,147,Comercio al Detal                        ,44-45,22, 143 ," 656,794 "," 4,593 "
Vieques,147,Transportación y Almacenamiento           ,48-49,6, 90 ," 786,227 "," 8,704 "
Vieques,147,Información                              ,51,2, * , * , * 
Vieques,147,Finanzas y Seguros                       ,52,2, * , * , * 
Vieques,147,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 29 ," 149,383 "," 5,211 "
Vieques,147,Servicios Profesionales y Técnicos       ,54,6, 10 ," 88,148 "," 8,815 "
Vieques,147,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Vieques,147,Servicios Adm. y Desperdicios Sólidos    ,56,5, 72 ," 1,512,522 "," 21,105 "
Vieques,147,Servicios Educativos                     ,61,1, 129 ," 807,143 "," 6,257 "
Vieques,147,Servicios de Salud y Asistencia Social   ,62,5, 14 ," 84,057 "," 5,864 "
Vieques,147,"Arte, Entretenimiento y Recreación       ",71,3, 17 ," 116,898 "," 6,876 "
Vieques,147,Alojamiento y Servicios de Alimentos     ,72,36, 298 ," 1,171,984 "," 3,933 "
Vieques,147,Otros Servicios Excepto Adm. Pública     ,81,3, 19 ," 69,420 "," 3,654 "
Vieques,147,Administración Pública                   ,92,13, 365 ," 1,942,086 "," 5,326 "
Vieques,147,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Villalba,149,Total Municipio Tercer Trimestre 2021 ,,154," 3,316 "," 25,431,494 "," 7,669 "
Villalba,149,"Agricultura, Bosque, Pesca y Caza        ",11,10, 34 ," 71,467 "," 2,102 "
Villalba,149,Mineria                                  ,21,0, -   , -   , -   
Villalba,149,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Villalba,149,Construcción                             ,23,8, 90 ," 342,619 "," 3,793 "
Villalba,149,Manufactura                              ,31-33,11, * , * , * 
Villalba,149,Alimentos                                ,311,5, 25 ," 49,394 "," 1,976 "
Villalba,149,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Villalba,149,Textiles                                 ,313,0, -   , -   , -   
Villalba,149,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Villalba,149,Ropa                                     ,315,1, * , * , * 
Villalba,149,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Villalba,149,Productos de Madera                      ,321,0, -   , -   , -   
Villalba,149,Papel                                    ,322,0, -   , -   , -   
Villalba,149,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Villalba,149,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Villalba,149,Productos Químicos                       ,325,0, -   , -   , -   
Villalba,149,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Villalba,149,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Villalba,149,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Villalba,149,Productos de Metal                       ,332,2, * , * , * 
Villalba,149,Maquinaria                               ,333,0, -   , -   , -   
Villalba,149,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Villalba,149,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Villalba,149,Equipo de Transportación                 ,336,0, -   , -   , -   
Villalba,149,Muebles y Productos Relacionados         ,337,1, * , * , * 
Villalba,149,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Villalba,149,Comercio al por Mayor                    ,42,1, * , * , * 
Villalba,149,Comercio al Detal                        ,44-45,36, 279 ," 1,261,498 "," 4,521 "
Villalba,149,Transportación y Almacenamiento           ,48-49,5, 16 ," 164,045 "," 10,471 "
Villalba,149,Información                              ,51,1, * , * , * 
Villalba,149,Finanzas y Seguros                       ,52,3, 65 ," 360,235 "," 5,542 "
Villalba,149,"Bienes Raíces, Renta o Arrendamiento     ",53,3, 9 ," 30,683 "," 3,409 "
Villalba,149,Servicios Profesionales y Técnicos       ,54,6, 18 ," 129,681 "," 7,074 "
Villalba,149,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Villalba,149,Servicios Adm. y Desperdicios Sólidos    ,56,1, * , * , * 
Villalba,149,Servicios Educativos                     ,61,2, 445 ," 2,908,781 "," 6,532 "
Villalba,149,Servicios de Salud y Asistencia Social   ,62,28, 149 ," 930,134 "," 6,243 "
Villalba,149,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Villalba,149,Alojamiento y Servicios de Alimentos     ,72,16, 130 ," 431,065 "," 3,316 "
Villalba,149,Otros Servicios Excepto Adm. Pública     ,81,11, 23 ," 66,650 "," 2,856 "
Villalba,149,Administración Pública                   ,92,10, 790 ," 4,378,086 "," 5,544 "
Villalba,149,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Yabucoa,151,Total Municipio Tercer Trimestre 2021 ,,204," 2,606 "," 13,248,528 "," 5,085 "
Yabucoa,151,"Agricultura, Bosque, Pesca y Caza        ",11,24, 42 ," 83,803 "," 2,011 "
Yabucoa,151,Mineria                                  ,21,1, * , * , * 
Yabucoa,151,"Electricidad, Agua y Gas                 ",22,4, 19 ," 155,380 "," 8,324 "
Yabucoa,151,Construcción                             ,23,12, 56 ," 303,728 "," 5,424 "
Yabucoa,151,Manufactura                              ,31-33,9, 226 ," 1,385,927 "," 6,141 "
Yabucoa,151,Alimentos                                ,311,3, 11 ," 34,232 "," 3,112 "
Yabucoa,151,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Yabucoa,151,Textiles                                 ,313,0, -   , -   , -   
Yabucoa,151,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Yabucoa,151,Ropa                                     ,315,1, * , * , * 
Yabucoa,151,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Yabucoa,151,Productos de Madera                      ,321,0, -   , -   , -   
Yabucoa,151,Papel                                    ,322,0, -   , -   , -   
Yabucoa,151,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Yabucoa,151,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Yabucoa,151,Productos Químicos                       ,325,0, -   , -   , -   
Yabucoa,151,Productos de Goma y Plásticos            ,326,1, * , * , * 
Yabucoa,151,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Yabucoa,151,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Yabucoa,151,Productos de Metal                       ,332,0, -   , -   , -   
Yabucoa,151,Maquinaria                               ,333,1, * , * , * 
Yabucoa,151,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Yabucoa,151,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Yabucoa,151,Equipo de Transportación                 ,336,0, -   , -   , -   
Yabucoa,151,Muebles y Productos Relacionados         ,337,1, * , * , * 
Yabucoa,151,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Yabucoa,151,Comercio al por Mayor                    ,42,9, 44 ," 458,263 "," 10,337 "
Yabucoa,151,Comercio al Detal                        ,44-45,47, 484 ," 2,044,539 "," 4,224 "
Yabucoa,151,Transportación y Almacenamiento           ,48-49,5, 35 ," 147,129 "," 4,204 "
Yabucoa,151,Información                              ,51,0, -   , -   , -   
Yabucoa,151,Finanzas y Seguros                       ,52,6, 55 ," 326,948 "," 5,981 "
